Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit
ORD-108508,2/10/2024,2/12/2024,Second Class,CUST-01128,Ishaan Kapoor,Consumer,North,Punjab,Ludhiana,Technology,Printers,3,13470.89,0,40412.67,11809.01
ORD-108509,8/30/2024,9/5/2024,Second Class,CUST-00865,Aditya Kumar,Home Office,South,Telangana,Hyderabad,Office Supplies,Paper,7,971.88,0.2,5442.53,572.44
ORD-108510,5/11/2024,5/18/2024,Standard Class,CUST-00957,Aditya Das,Corporate,East,Bihar,Patna,Office Supplies,Labels,5,2128.51,0.15,9046.17,-1108.24
ORD-108511,5/16/2024,5/20/2024,First Class,CUST-00418,Aditya Nair,Consumer,South,Karnataka,Mysuru,Furniture,Chairs,13,7708.08,0.15,85174.28,6774.28
ORD-108512,12/12/2025,12/13/2025,First Class,CUST-00712,Ayaan Pillai,Consumer,East,Assam,Guwahati,Technology,Printers,4,21365.74,0.15,72643.52,4027.88
ORD-108513,5/12/2023,5/19/2023,First Class,CUST-01636,Anika Kumar,Home Office,South,Kerala,Kochi,Office Supplies,Labels,2,2372.18,0,4744.36,785.73
ORD-108514,6/27/2025,7/4/2025,Same Day,CUST-00501,Ayaan Sharma,Corporate,South,Karnataka,Mysuru,Technology,Laptops,14,38492.46,0.05,511949.72,128324.09
ORD-108515,12/28/2025,1/1/2026,Second Class,CUST-01833,Saanvi Nair,Home Office,North,Uttar Pradesh,Noida,Technology,Accessories,1,29932.39,0,29932.39,3927.69
ORD-108516,9/21/2023,9/26/2023,First Class,CUST-00165,Kiara Chopra,Consumer,North,Uttarakhand,Dehradun,Technology,Accessories,13,23476.09,0.05,289929.71,46738.79
ORD-108517,4/24/2025,4/26/2025,Standard Class,CUST-01381,Arjun Patel,Corporate,West,Goa,Panaji,Furniture,Tables,3,9000.94,0,27002.82,5120.47
ORD-108518,4/1/2024,4/4/2024,Same Day,CUST-01890,Vivaan Sharma,Corporate,North,Punjab,Ludhiana,Technology,Printers,3,22016.06,0.1,59443.36,15347.13
ORD-108519,1/9/2023,1/16/2023,First Class,CUST-00326,Prisha Shah,Corporate,East,Bihar,Patna,Technology,Printers,6,5182.22,0.3,21765.32,1855.63
ORD-108520,7/19/2023,7/21/2023,Second Class,CUST-01654,Aditya Pillai,Consumer,Central,Chhattisgarh,Raipur,Technology,Phones,3,43990.75,0.05,125373.64,24691.35
ORD-108521,3/31/2025,4/2/2025,Same Day,CUST-01721,Ishaan Kapoor,Corporate,West,Goa,Panaji,Office Supplies,Envelopes,10,1539.11,0.1,13851.99,3064.78
ORD-108522,7/15/2025,7/16/2025,Standard Class,CUST-00385,Reyansh Rao,Consumer,West,Goa,Panaji,Technology,Accessories,14,10079.46,0.15,119945.57,27548.62
ORD-108523,6/29/2025,7/5/2025,Standard Class,CUST-01716,Anika Pillai,Corporate,North,Uttar Pradesh,Kanpur,Office Supplies,Binders,1,272.65,0,272.65,64.02
ORD-108524,9/4/2024,9/11/2024,Standard Class,CUST-01358,Vivaan Bose,Consumer,West,Gujarat,Surat,Furniture,Sofas,13,14612.6,0.2,151971.04,30825.45
ORD-108525,5/2/2023,5/3/2023,Standard Class,CUST-01109,Arjun Mehta,Corporate,East,West Bengal,Kolkata,Technology,Accessories,-13,23915.14,0.3,217627.77,18338.55
ORD-108526,9/3/2024,9/7/2024,Second Class,CUST-00851,Ishaan Pillai,Corporate,West,Gujarat,Ahmedabad,Technology,Accessories,14,25987.52,0.2,291060.22,21198.47
ORD-108527,2/15/2024,2/21/2024,Standard Class,CUST-00654,Vihaan Rao,Home Office,East,West Bengal,Kolkata,Furniture,Bookcases,1,5731.81,0.05,5445.22,142.78
ORD-108528,3/4/2023,3/7/2023,First Class,CUST-00338,Prisha Singh,Corporate,North,Haryana,Faridabad,Technology,Laptops,11,23341.56,0.1,231081.44,16437.55
ORD-108529,4/29/2025,5/4/2025,First Class,CUST-01611,Ishaan Chopra,Consumer,South,Andhra Pradesh,Visakhapatnam,Technology,Phones,2,21388.05,0.1,38498.49,10904.17
ORD-108530,3/6/2024,3/11/2024,First Class,CUST-01684,Ayaan Gupta,Consumer,East,Jharkhand,Ranchi,Office Supplies,Envelopes,11,2164.89,0.1,21432.41,2162.55
ORD-108531,7/12/2023,7/17/2023,Standard Class,CUST-00222,Saanvi Gupta,Corporate,East,Jharkhand,Ranchi,Technology,Printers,6,10477.34,0,62864.04,13730.49
ORD-108532,11/2/2025,11/8/2025,Standard Class,CUST-00281,Saanvi Joshi,Home Office,North,Uttarakhand,Dehradun,Office Supplies,Binders,12,2686.21,0,32234.52,2865.26
ORD-108533,7/15/2024,7/21/2024,Standard Class,CUST-01898,Aarohi Reddy,Corporate,West,Gujarat,Surat,Office Supplies,Envelopes,9,2441.1,0,21969.9,5090.2
ORD-108534,10/31/2024,11/7/2024,Standard Class,CUST-01482,Sai Das,Corporate,West,Maharashtra,Pune,Office Supplies,Paper,7,1647.35,0,11531.45,3904.66
ORD-108535,5/1/2023,5/6/2023,First Class,CUST-01281,Arjun Verma,Home Office,West,Goa,Panaji,Office Supplies,Binders,13,2247.98,0,29223.74,9045.69
ORD-108536,8/12/2023,8/13/2023,Standard Class,CUST-01362,Vihaan Joshi,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Paper,10,1074.91,0.05,10211.65,2345.39
ORD-108537,1/8/2024,1/11/2024,Standard Class,CUST-01017,Aarohi Chopra,Consumer,Central,Madhya Pradesh,Indore,Office Supplies,Envelopes,11,1853.91,0,20393.01,3402.12
ORD-108538,4/1/2024,4/8/2024,Same Day,CUST-00300,Aarav Patel,Consumer,Central,Madhya Pradesh,Bhopal,Technology,Printers,6,25876.04,0,155256.24,16948.37
ORD-108539,9/19/2024,9/20/2024,Second Class,CUST-00665,Vivaan Rao,Corporate,North,Delhi,Dwarka,Technology,Laptops,2,6880.22,0,13760.44,1974.52
ORD-108540,6/11/2025,6/14/2025,Standard Class,CUST-01898,Diya Gupta,Home Office,West,Maharashtra,Mumbai,Office Supplies,Envelopes,3,2223.08,0,6669.24,2183.31
ORD-108541,5/25/2025,5/28/2025,Same Day,CUST-01512,Reyansh Gupta,Corporate,North,Punjab,Ludhiana,Technology,Monitors,-7,20868.28,0.1,131470.16,27701.54
ORD-108542,2/25/2023,3/1/2023,First Class,CUST-00646,Aadhya Mehta,Consumer,East,Odisha,Bhubaneswar,Technology,Accessories,2,5085.15,0,10170.3,2808.18
ORD-108543,12/8/2025,12/12/2025,First Class,CUST-01749,Anika Bose,Corporate,East,Jharkhand,Ranchi,Technology,Laptops,7,25802.89,0.05,171589.22,42053.87
ORD-108544,10/31/2023,11/6/2023,Standard Class,CUST-00702,Arjun Rao,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Paper,4,2387.43,0,9549.72,1425.29
ORD-108545,4/15/2023,4/20/2023,Standard Class,CUST-00980,Sai Mehta,Consumer,North,Uttarakhand,Dehradun,Office Supplies,Pens,12,1596.94,0.3,13414.3,4551.87
ORD-108546,1/1/2025,1/3/2025,Standard Class,CUST-01705,Sai Joshi,Consumer,Central,Chhattisgarh,Raipur,Technology,Laptops,13,4488.74,0.15,49600.58,10949.95
ORD-108547,10/1/2025,10/5/2025,Standard Class,CUST-01775,Myra Malhotra,Corporate,Central,Chhattisgarh,Raipur,Technology,Laptops,5,43320.75,0.15,,23040.71
ORD-108548,12/26/2023,12/31/2023,Second Class,CUST-00767,Arjun Mehta,Consumer,West,Rajasthan,Jaipur,Furniture,Chairs,1,21647.04,0,21647.04,4475.13
ORD-108549,7/19/2025,7/25/2025,Standard Class,CUST-01413,Sai Nair,Home Office,North,Haryana,Gurugram,Office Supplies,Envelopes,6,2246.32,0.05,12804.02,1824.04
ORD-108550,6/28/2024,7/2/2024,Standard Class,CUST-01945,Vihaan Joshi,Corporate,West,Gujarat,Surat,Furniture,Bookcases,10,8882.82,0,88828.2,2412.74
ORD-108551,2/19/2023,2/25/2023,Second Class,CUST-00752,Krishna Shah,Corporate,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Paper,13,2497.73,0.1,29223.44,9041.59
ORD-108552,12/26/2025,1/1/2026,Standard Class,CUST-01610,Arjun Mehta,Consumer,Central,Madhya Pradesh,Indore,Furniture,Tables,13,16111.59,0,209450.67,18956.45
ORD-108553,5/1/2025,5/5/2025,Standard Class,CUST-00055,Ishaan Sharma,Consumer,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Envelopes,12,248.9,0.05,2837.46,803.92
ORD-108554,1/16/2025,1/22/2025,Standard Class,CUST-00202,Krishna Verma,Corporate,West,Gujarat,Ahmedabad,Office Supplies,Binders,9,2185.05,0.15,16715.63,5456.03
ORD-108555,7/13/2023,7/19/2023,Standard Class,CUST-00482,Aarohi Nair,Home Office,West,Maharashtra,Pune,Furniture,Bookcases,12,18478.87,0.3,155222.51,28830.87
ORD-108556,8/4/2025,8/11/2025,Second Class,CUST-01725,Aditya Joshi,Consumer,South,Telangana,Hyderabad,Office Supplies,Labels,13,2242.94,0.1,26242.4,6568.09
ORD-108557,12/8/2024,12/13/2024,Same Day,CUST-00133,Ayaan Malhotra,Corporate,South,Karnataka,Mysuru,Furniture,Sofas,3,11132.59,0.15,28388.1,5689.64
ORD-108558,7/20/2023,7/23/2023,Standard Class,CUST-00430,Anika Reddy,Consumer,East,Odisha,Bhubaneswar,Technology,Monitors,12,29468.1,0,353617.2,52897.18
ORD-108559,8/5/2024,8/9/2024,Standard Class,CUST-00600,Saanvi Patel,Consumer,West,Gujarat,Surat,Technology,Laptops,13,4214.38,0.05,52047.59,-4201.12
ORD-108560,7/7/2025,7/13/2025,Same Day,CUST-00457,Prisha Bose,Home Office,North,Uttarakhand,Dehradun,Technology,Laptops,8,24695.84,0,197566.72,23492.43
ORD-108561,10/10/2023,10/12/2023,Standard Class,CUST-00646,Aditya Singh,Home Office,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Pens,1,679.28,0,679.28,151.07
ORD-108562,8/5/2025,8/8/2025,First Class,CUST-00192,Vivaan Malhotra,Home Office,North,Delhi,New Delhi,Furniture,Tables,12,4909.65,0.3,41241.06,7426.77
ORD-108563,4/15/2023,4/17/2023,First Class,CUST-00224,Ishaan Iyer,Consumer,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Paper,10,1463.42,0,14634.2,3438.2
ORD-108564,4/18/2025,4/25/2025,Standard Class,CUST-00794,Prisha Patel,Home Office,North,Delhi,New Delhi,Office Supplies,Pens,1,459.2,0,459.2,76.98
ORD-108565,8/14/2025,8/19/2025,Second Class,CUST-00268,Myra Bose,Corporate,North,Punjab,Amritsar,Office Supplies,Pens,4,1242.07,0.1,4471.45,-1025.26
ORD-108566,11/14/2024,11/21/2024,Standard Class,CUST-00105,Aarohi Chopra,Consumer,North,Punjab,Ludhiana,Furniture,Tables,4,19437.86,0.3,54426.01,3515.68
ORD-108567,4/4/2025,4/5/2025,Standard Class,CUST-01135,Prisha Bose,Home Office,West,Gujarat,Ahmedabad,Office Supplies,Envelopes,13,1856.21,0.3,16891.51,2461.65
ORD-108568,7/6/2025,7/12/2025,Standard Class,CUST-00199,Ishaan Joshi,Home Office,North,Delhi,Rohini,Furniture,Sofas,7,24715.58,0.2,138407.25,-6448.37
ORD-108569,2/15/2025,2/20/2025,Same Day,CUST-00869,Aadhya Patel,Corporate,East,Odisha,Bhubaneswar,Technology,Printers,1,25565.28,0.1,23008.75,5170.66
ORD-108570,11/15/2024,11/21/2024,Same Day,CUST-00432,Vivaan Gupta,Corporate,South,Karnataka,Mysuru,Technology,Monitors,1,36163.65,0,36163.65,8326.67
ORD-108571,2/22/2025,3/1/2025,Standard Class,CUST-01665,Diya Iyer,Home Office,South,Karnataka,Mysuru,Office Supplies,Paper,7,2105.49,0.3,10316.9,3495.46
ORD-108572,31/13/2024,4/19/2025,Standard Class,CUST-00472,Myra Malhotra,Home Office,West,Gujarat,Surat,Furniture,Chairs,3,15234.24,0.3,31991.9,4711.14
ORD-108573,5/15/2024,5/16/2024,Standard Class,CUST-01849,Diya Iyer,Consumer,East,Assam,Guwahati,Furniture,Bookcases,6,21352.3,0.2,102491.04,15781.38
ORD-108574,11/5/2025,11/6/2025,Standard Class,CUST-00104,Riya Das,Home Office,North,Punjab,Ludhiana,Office Supplies,Envelopes,4,2204.14,0,8816.56,1262.76
ORD-108575,3/24/2025,3/29/2025,Standard Class,CUST-00240,Sai Menon,Home Office,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Labels,1,1126.38,0.3,788.47,94.44
ORD-108576,4/24/2025,4/26/2025,Standard Class,CUST-01353,Prisha Reddy,Corporate,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Pens,4,1527.18,0,6108.72,1240.35
ORD-108577,8/12/2023,8/13/2023,Same Day,CUST-01253,Krishna Patel,Corporate,Central,Madhya Pradesh,Indore,Technology,Monitors,5,44873.75,0,224368.75,45502.47
ORD-108578,8/13/2023,8/16/2023,Second Class,CUST-01020,Vihaan Pillai,Consumer,South,Tamil Nadu,Chennai,Technology,Phones,7,35496.79,0.2,198782.02,26538.13
ORD-108579,1/18/2023,1/25/2023,Standard Class,CUST-00080,Anika Gupta,Corporate,Central,Madhya Pradesh,Bhopal,Technology,Phones,1,37503.77,0,37503.77,7642.19
ORD-108580,2/21/2025,2/22/2025,Second Class,CUST-01420,Saanvi Verma,Consumer,West,Rajasthan,Jaipur,Office Supplies,Paper,6,2097.04,0.1,11324.02,-1147.33
ORD-108581,10/16/2024,10/19/2024,First Class,CUST-00847,Riya Nair,Corporate,East,Jharkhand,Ranchi,Office Supplies,Paper,13,1654.94,0,21514.22,5404.16
ORD-108582,12/10/2025,12/14/2025,First Class,CUST-00395,Riya Chopra,Home Office,South,Karnataka,Mysuru,Technology,Accessories,14,26714.71,0.2,299204.75,83417.81
ORD-108583,3/26/2024,3/27/2024,Second Class,CUST-01269,Arjun Nair,Home Office,North,Uttar Pradesh,Noida,Office Supplies,Paper,6,2696.85,0.1,14562.99,4982.96
ORD-108584,4/20/2025,4/26/2025,Standard Class,CUST-01695,Ayaan Patel,Home Office,East,West Bengal,Howrah,Office Supplies,Binders,14,2008.94,0,28125.16,9630.53
ORD-108585,11/16/2023,11/18/2023,Standard Class,CUST-01970,Ishaan Iyer,Corporate,West,Gujarat,Surat,Furniture,Sofas,8,20945.97,0.1,150810.98,11185.11
ORD-108586,7/18/2023,7/25/2023,Standard Class,CUST-00740,Ishaan Patel,Home Office,East,Bihar,Patna,Furniture,Bookcases,5,11143.94,0,55719.7,3771.03
ORD-108587,4/25/2025,4/29/2025,Second Class,CUST-01455,Kiara Kapoor,Home Office,East,Odisha,Bhubaneswar,Office Supplies,Pens,6,32.51,0.3,136.54,17.86
ORD-108588,1/17/2024,1/24/2024,Standard Class,CUST-00624,Kiara Singh,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Binders,4,32.1,0.05,121.98,33.47
ORD-108589,8/18/2024,8/21/2024,Standard Class,CUST-01350,Aarohi Singh,Consumer,North,Uttar Pradesh,Lucknow,Technology,Phones,7,19436.28,0,,17434.46
ORD-108590,1/5/2025,1/7/2025,Second Class,CUST-01083,Reyansh Malhotra,Corporate,South,Karnataka,Bengaluru,Furniture,Chairs,14,19233.65,0.05,255807.55,-16634.67
ORD-108591,6/3/2023,6/7/2023,Standard Class,CUST-00582,Arjun Singh,Home Office,Central,Madhya Pradesh,Indore,Technology,Accessories,5,43900.83,0.05,208528.94,43896.05
ORD-108592,5/15/2023,5/16/2023,Standard Class,CUST-00889,Ayaan Rao,Corporate,Central,Madhya Pradesh,Bhopal,Technology,Monitors,3,21038.04,0.05,59958.41,7573.71
ORD-108593,2/12/2023,2/19/2023,Standard Class,CUST-01103,Ananya Kumar,Home Office,Central,Chhattisgarh,Raipur,Furniture,Storage,3,6180.1,0.2,14832.24,928.28
ORD-108594,3/31/2024,4/3/2024,Second Class,CUST-01963,Myra Mehta,Home Office,South,Karnataka,Bengaluru,Furniture,Chairs,-11,10702.38,0.1,105953.56,23135.73
ORD-108595,1/25/2023,1/30/2023,Standard Class,CUST-01262,Myra Reddy,Home Office,Central,Chhattisgarh,Raipur,Furniture,Bookcases,13,820.66,0.15,9068.29,539.03
ORD-108596,12/26/2025,12/28/2025,Standard Class,CUST-00693,Ayaan Reddy,Corporate,West,Gujarat,Ahmedabad,Furniture,Storage,4,5359.11,0.1,19292.8,3152.9
ORD-108597,5/23/2023,5/28/2023,Standard Class,CUST-00915,Krishna Mehta,Home Office,North,Punjab,Amritsar,Office Supplies,Envelopes,12,1070.4,0,12844.8,2613.41
ORD-108598,10/7/2024,10/8/2024,First Class,CUST-00763,Aditya Das,Corporate,West,Gujarat,Surat,Technology,Printers,12,7113.77,0,85365.24,12911.43
ORD-108599,12/6/2023,12/12/2023,Standard Class,CUST-00695,Ayaan Menon,Consumer,East,Bihar,Patna,Office Supplies,Paper,8,327.54,0,2620.32,586.75
ORD-108600,1/18/2024,1/20/2024,Standard Class,CUST-01443,Vihaan Shah,Consumer,Central,Madhya Pradesh,Bhopal,Office Supplies,Binders,6,311.86,0.15,1590.49,466.71
ORD-108601,8/1/2023,8/5/2023,Second Class,CUST-01769,Riya Verma,Consumer,North,Delhi,New Delhi,Furniture,Bookcases,8,14511.76,0,116094.08,19131.56
ORD-108602,1/7/2023,1/14/2023,First Class,CUST-01354,Myra Rao,Home Office,South,Tamil Nadu,Chennai,Office Supplies,Binders,12,1267.18,0,15206.16,2782.77
ORD-108603,2/5/2025,2/12/2025,Second Class,CUST-00111,Kiara Joshi,Corporate,Central,Chhattisgarh,Raipur,Technology,Accessories,5,4870.3,0.1,21916.35,3966.07
ORD-108604,3/2/2023,3/8/2023,Second Class,CUST-01347,Anika Shah,Consumer,West,Rajasthan,Jodhpur,Office Supplies,Paper,10,1553.22,0.3,10872.54,2243.96
ORD-108605,5/18/2024,5/22/2024,Standard Class,CUST-01513,Vivaan Patel,Consumer,South,Telangana,Hyderabad,Office Supplies,Pens,7,2226.74,0.05,14807.82,4513.07
ORD-108606,7/28/2025,8/3/2025,Same Day,CUST-00102,Krishna Joshi,Corporate,South,Kerala,Thiruvananthapuram,Furniture,Tables,2,18969.11,0,37938.22,1850.37
ORD-108607,10/9/2023,10/15/2023,Standard Class,CUST-00539,Aditya Rao,Corporate,Central,Chhattisgarh,Raipur,Office Supplies,Labels,12,1873.74,0,22484.88,2286.43
ORD-108608,9/12/2025,9/15/2025,Standard Class,CUST-01618,Reyansh Kumar,Consumer,South,Karnataka,Mysuru,Office Supplies,Paper,1,2089.97,0,2089.97,382.67
ORD-108609,12/20/2023,12/21/2023,First Class,CUST-00874,Ayaan Malhotra,Consumer,South,Karnataka,Bengaluru,Office Supplies,Pens,4,414.85,0.1,1493.46,467.09
ORD-108610,2/8/2025,2/12/2025,Same Day,CUST-00137,Riya Singh,Consumer,North,Haryana,Gurugram,Furniture,Bookcases,9,15659,0.15,119791.35,10894.42
ORD-108611,8/17/2024,8/19/2024,Standard Class,CUST-01101,Sai Sharma,Home Office,North,Uttar Pradesh,Lucknow,Office Supplies,Labels,11,111.57,0,1227.27,276.23
ORD-108612,31/13/2024,2/8/2023,Standard Class,CUST-01765,Vihaan Chopra,Consumer,East,West Bengal,Kolkata,Furniture,Storage,13,23142.07,0.2,240677.53,33520.6
ORD-108613,4/16/2025,4/17/2025,Standard Class,CUST-01080,Diya Nair,Home Office,East,Bihar,Patna,Office Supplies,Paper,6,2915.52,0.3,12245.18,1430.75
ORD-108614,5/25/2024,5/30/2024,Same Day,CUST-01330,Sai Das,Corporate,North,Uttar Pradesh,Kanpur,Technology,Printers,3,25789.58,0.1,69631.87,17375.33
ORD-108615,9/17/2024,9/24/2024,Same Day,CUST-01137,Saanvi Nair,Home Office,West,Rajasthan,Jaipur,Office Supplies,Binders,1,1586.11,0,1586.11,165.89
ORD-108616,6/3/2025,6/4/2025,Second Class,CUST-00794,Reyansh Nair,Corporate,North,Haryana,Gurugram,Office Supplies,Paper,7,1757,0.15,10454.15,2563.04
ORD-108617,1/31/2025,2/1/2025,Standard Class,CUST-00349,Reyansh Menon,Consumer,North,Uttarakhand,Dehradun,Office Supplies,Paper,3,2191.55,0,6574.65,1877.24
ORD-108618,3/14/2024,3/18/2024,Second Class,CUST-01522,Prisha Das,Corporate,North,Uttarakhand,Dehradun,Technology,Phones,12,34799.38,0,417592.56,90141.99
ORD-108619,12/16/2023,12/22/2023,First Class,CUST-00352,Ishaan Patel,Consumer,West,Gujarat,Surat,Furniture,Storage,8,6022.63,0.05,45771.99,4615.97
ORD-108620,3/25/2024,3/28/2024,Standard Class,CUST-01170,Krishna Pillai,Corporate,North,Uttarakhand,Dehradun,Furniture,Tables,4,19582.35,0,78329.4,16502.86
ORD-108621,4/26/2023,5/2/2023,First Class,CUST-01054,Myra Singh,Home Office,North,Uttar Pradesh,Lucknow,Office Supplies,Binders,11,255.26,0.1,2527.07,567.57
ORD-108622,7/22/2025,7/28/2025,First Class,CUST-01373,Sai Sharma,Home Office,East,Assam,Guwahati,Office Supplies,Pens,2,951.32,0,1902.64,268
ORD-108623,9/13/2025,9/16/2025,Standard Class,CUST-01829,Aarav Kumar,Home Office,South,Andhra Pradesh,Visakhapatnam,Technology,Monitors,7,23008.58,0,161060.06,32457.2
ORD-108624,4/21/2025,4/23/2025,First Class,CUST-01118,Ananya Iyer,Corporate,East,Assam,Guwahati,Furniture,Sofas,2,1036.49,0,2072.98,364.93
ORD-108625,7/19/2024,7/22/2024,Standard Class,CUST-00549,Aditya Kumar,Corporate,East,Assam,Guwahati,Office Supplies,Pens,7,2463.25,0.3,12069.92,4112.08
ORD-108626,5/19/2024,5/26/2024,Standard Class,CUST-00549,Myra Sharma,Consumer,Central,Madhya Pradesh,Indore,Office Supplies,Labels,6,558.32,0.1,3014.93,725.18
ORD-108627,12/2/2023,12/8/2023,Second Class,CUST-00085,Aarav Menon,Home Office,Central,Madhya Pradesh,Indore,Office Supplies,Pens,9,1291.34,0.15,9878.75,1683.37
ORD-108628,7/11/2023,7/15/2023,Standard Class,CUST-01539,Aarohi Iyer,Corporate,South,Tamil Nadu,Chennai,Technology,Printers,3,25670.69,0,77012.07,18913.84
ORD-108629,2/6/2024,2/12/2024,Standard Class,CUST-00313,Myra Sharma,Consumer,Central,Chhattisgarh,Raipur,Furniture,Sofas,13,1357.88,0.1,15887.2,3397.95
ORD-108630,2/23/2023,2/26/2023,Standard Class,CUST-01617,Kiara Gupta,Corporate,North,Delhi,New Delhi,Office Supplies,Binders,2,2433.45,0,4866.9,1376.42
ORD-108631,5/19/2025,5/23/2025,Standard Class,CUST-01916,Myra Patel,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Envelopes,-11,2285.95,0.05,23888.18,4420.42
ORD-108632,9/22/2025,9/29/2025,Second Class,CUST-00803,Saanvi Joshi,Corporate,West,Goa,Panaji,Office Supplies,Envelopes,7,2259.83,0.1,14236.93,-894.28
ORD-108633,12/23/2024,12/27/2024,Standard Class,CUST-01647,Myra Sharma,Corporate,Central,Madhya Pradesh,Bhopal,Furniture,Storage,13,22548.71,0.2,234506.58,13002.09
ORD-108634,1/15/2023,1/21/2023,Standard Class,CUST-00059,Aarav Bose,Home Office,South,Telangana,Hyderabad,Office Supplies,Labels,7,891.2,0,6238.4,1427.73
ORD-108635,9/26/2025,10/1/2025,Standard Class,CUST-01990,Krishna Menon,Home Office,East,Assam,Guwahati,Office Supplies,Binders,3,971.25,0.2,2331,453.48
ORD-108636,6/21/2023,6/24/2023,Second Class,CUST-00866,Vihaan Bose,Consumer,North,Punjab,Ludhiana,Technology,Printers,11,22412.81,0.1,221886.82,58597.72
ORD-108637,1/29/2025,2/5/2025,Second Class,CUST-01557,Sai Patel,Consumer,West,Goa,Panaji,Furniture,Sofas,14,13461.25,0.3,131920.25,12201.56
ORD-108638,12/26/2024,12/29/2024,Standard Class,CUST-01267,Sai Patel,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Envelopes,6,758.25,0,4549.5,865.96
ORD-108639,8/9/2023,8/10/2023,First Class,CUST-00559,Arjun Rao,Corporate,North,Punjab,Ludhiana,Technology,Monitors,14,23450.26,0,328303.64,-41121.21
ORD-108640,1/2/2025,1/4/2025,Standard Class,CUST-01243,Aarohi Shah,Home Office,East,Jharkhand,Ranchi,Office Supplies,Pens,13,380.73,0,4949.49,692.11
ORD-108641,5/26/2025,5/28/2025,Standard Class,CUST-01004,Aarav Singh,Home Office,West,Gujarat,Ahmedabad,Office Supplies,Pens,7,1151.37,0.3,5641.71,1000.32
ORD-108642,3/8/2023,3/13/2023,First Class,CUST-00613,Anika Iyer,Corporate,East,Assam,Guwahati,Office Supplies,Labels,7,1187.41,0,8311.87,2445.77
ORD-108643,12/9/2025,12/15/2025,Standard Class,CUST-00332,Sai Reddy,Corporate,North,Uttarakhand,Dehradun,Furniture,Bookcases,8,8644.54,0.05,65698.5,7908.76
ORD-108644,9/29/2024,9/30/2024,Same Day,CUST-00481,Krishna Joshi,Corporate,East,Jharkhand,Ranchi,Office Supplies,Paper,12,1879.24,0.05,21423.34,3056.86
ORD-108645,1/24/2025,1/28/2025,First Class,CUST-01294,Prisha Iyer,Home Office,Central,Madhya Pradesh,Bhopal,Technology,Phones,13,32481.94,0.3,295585.65,55208.85
ORD-108646,9/16/2025,9/18/2025,Same Day,CUST-00698,Ananya Verma,Home Office,North,Punjab,Amritsar,Office Supplies,Envelopes,12,1351.41,0.3,11351.84,-2418.39
ORD-108647,4/9/2023,4/15/2023,Same Day,CUST-00581,Aditya Pillai,Corporate,East,Bihar,Patna,Technology,Laptops,10,11335.54,0.05,107687.63,29161.16
ORD-108648,2/24/2023,3/1/2023,Second Class,CUST-01789,Prisha Patel,Corporate,North,Punjab,Ludhiana,Office Supplies,Pens,7,1691.93,0.2,9474.81,2316.38
ORD-108649,5/31/2025,6/3/2025,Standard Class,CUST-01295,Vivaan Menon,Home Office,East,Jharkhand,Ranchi,Furniture,Storage,1,21976.43,0.2,17581.14,3226.43
ORD-108650,11/17/2024,11/19/2024,Standard Class,CUST-00629,Aarohi Kumar,Home Office,South,Karnataka,Bengaluru,Office Supplies,Envelopes,3,1812.65,0.05,5166.05,1463.86
ORD-108651,7/15/2025,7/19/2025,Standard Class,CUST-00306,Ayaan Kapoor,Corporate,Central,Chhattisgarh,Raipur,Furniture,Chairs,13,11286.33,0.1,132050.06,17097.25
ORD-108652,3/25/2024,3/31/2024,Standard Class,CUST-01469,Reyansh Das,Consumer,West,Rajasthan,Jaipur,Office Supplies,Binders,12,204.97,0.2,1967.71,205.16
ORD-108653,4/29/2024,5/4/2024,First Class,CUST-01665,Kiara Joshi,Home Office,Central,Madhya Pradesh,Bhopal,Technology,Laptops,2,37409.43,0.1,67336.97,4371.38
ORD-108654,10/23/2025,10/27/2025,Standard Class,CUST-00274,Ayaan Verma,Corporate,East,Jharkhand,Ranchi,Furniture,Chairs,13,4899.46,0,63692.98,11411.65
ORD-108655,6/3/2024,6/5/2024,Standard Class,CUST-01586,Krishna Joshi,Corporate,South,Karnataka,Mysuru,Office Supplies,Paper,6,23.41,0.2,112.37,17.56
ORD-108656,2/7/2024,2/12/2024,Standard Class,CUST-01419,Sai Singh,Corporate,North,Delhi,New Delhi,Furniture,Sofas,8,14933.74,0,119469.92,-13216.87
ORD-108657,7/14/2023,7/21/2023,Standard Class,CUST-01329,Ayaan Verma,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Labels,11,2335.92,0.3,,3895.89
ORD-108658,2/13/2025,2/18/2025,Standard Class,CUST-00363,Kiara Malhotra,Home Office,North,Uttarakhand,Dehradun,Office Supplies,Binders,11,1538.02,0.15,14380.49,3966.63
